t_id,marca,identificador,tipo,peso
55897,2,M55M82K68G80V76K69L50M55R49S49J80T71,0,469.3326277451125
29993,5,M55N82K68G80V76K69L50M57M49S50J80T71,0,583.5730589285872
65759,11,M55O82K68G80V76K69L50N48R49S51J80T71,0,476.1496764073537
59891,8,M55P82K68G80V76K69L50N57R49S52J80T71,0,445.15663558653796
51971,15,M55Q82K68G80V76K69L50O48M49S53J80T71,0,450.87462493150974
51972,10,M55S82K68G80V76K69L50O52M49S55J80T71,0,579.103513600798
55898,17,M55B69J65V80R69K48Q54L49J80T71,0,639.4703122870169
14032,27,M56M82K68G80V76K69L50P48M49T49J80T71,0,577.4348413053931
10024,34,M56O82K68G80V76K69L50P51M49T51J80T71,0,586.3214346641934
67740,29,M56P82K68G80V76K69L50Q48M49T52J80T71,0,422.68688463124454
59892,21,M56Q82K68G80V76K69L50Q48R49T53J80T71,0,788.2209678249544
41991,26,M56S82K68G80V76K69L50Q51R49T55J80T71,0,558.3521918363222
2085,22,M56U82K68G80V76K69L50Q54R49T57J80T71,0,546.5151936194816
59893,28,M56B69J65V80R69K48R55L49J80T71,0,565.0221390051337
29994,18,M57L82K68G80V76K69L50Q56M49U48J80T71,0,462.66434363068146
26035,15,M57M82K68G80V76K69L50Q57R49U49J80T71,0,558.6673094679504
16043,3,M57N82K68G80V76K69L50R48M49U50J80T71,0,370.7738787019714
14033,21,M57O82K68G80V76K69L50R49M49U51J80T71,0,517.0018248117865
41992,33,M57P82K68G80V76K69L50R50R49U52J80T71,0,550.283386292677
22555,2,M71E65F65T199K50P55P82K83O90K68B69C73J69J46V78M,3,480.84771053205844
16568,26,M71E65F65T199K50P55P82K83O90K68J74V71,3,336.54726486827076
68204,26,M71E65F65T199K50P55P82K83O90K68J80T71,3,390.90299486486145
44512,16,M71E65F65T199K50P55P46V78M,3,265.22114813728274
4520,22,M71E65F65T199K50P55Q82K83O90K68B69C73J69J46V78M,3,463.0271051102397
44513,4,M71E65F65T199K50P55Q82K83O90K68J74V71,3,350.8307323103382
12493,4,M71E65F65T199K50P55Q82K83O90K68J80T71,3,361.3316618206218
34449,6,M71E65F65T199K50P55Q46V78M,3,638.5059283571675
8562,9,M71E65F65T199K50P55R82K83O90K68B69C73J69J46V78M,3,510.928660909259
30502,16,M71E65F65T199K50P55R82K83O90K68J74V71,3,292.9798157947789
6566,8,M71E65F65T199K50P55R82K83O90K68J80T71,3,492.9084477216289
18553,20,M71E65F65T199K50P55R46V78M,3,467.45999564517183
10524,23,M71E65F65T199K50P55S82K83O90K68B69C73J69J46V78M,3,472.7358329871818
12494,31,M71E65F65T199K50P55S82K83O90K68J74V71,3,493.4388364450053
12495,9,M71E65F65T199K50P55S82K83O90K68J80T71,3,534.7794220506156
68205,0,M71E65F65T199K50P55S46V78M,3,512.983262150979
14561,18,M71E65F65T199K50P55T82K83O90K68B69C73J69J46V78M,3,436.00159864446204
52480,3,M71E65F65T199K50P55T82K83O90K68J74V71,3,485.16210740457524
50502,25,M71E65F65T199K50P55T82K83O90K68J80T71,3,389.95251201158055
8563,6,M71E65F65T199K50P55T46V78M,3,552.320710207809
52481,4,M71E65F65T199K50P55U82K83O90K68B69C73J69J46V78M,3,567.6071133243893
20543,14,M71E65F65T199K50P55U82K83O90K68J74V71,3,300.8214503629996
38505,23,M71E65F65T199K50P55U82K83O90K68J80T71,3,481.8489890189026
16569,23,M71E65F65T199K50P55U46V78M,3,474.8568765006215
46461,12,M71E65F65T199K50P56L82K83O90K68B69C73J69J46V78M,3,551.1097116281644
52482,17,M71E65F65T199K50P56L82K83O90K68J74V71,3,504.8332957860129
28516,17,M71E65F65T199K50P56L82K83O90K68J80T71,3,629.2702889166831
40556,25,M71E65F65T199K50P56L46V78M,3,563.4248208751985
18554,16,M71E65F65T199K50P56M82K83O90K68B69C73J69J46V78M,3,530.9130857070838
34450,7,M71E65F65T199K50P56M82K83O90K68J74V71,3,348.47358151685984
54423,0,M71E65F65T199K50P56M82K83O90K68J80T71,3,401.65968964134225
46462,8,M71E65F65T199K50P56M46V78M,3,523.6910964458631
4521,16,M71E65F65T199K50P56N82K83O90K68B69C73J69J46V78M,3,343.5179611985208
64350,17,M71E65F65T199K50P56N82K83O90K68J74V71,3,451.8683476724006
8564,25,M71E65F65T199K50P56N82K83O90K68J80T71,3,322.28249448702644
6567,1,M71E65F65T199K50P56N46V78M,3,464.12019510063067
62354,8,M71E65F65T199K50P56O82K83O90K68B69C73J69J46V78M,3,641.4296573608841
12496,6,M71E65F65T199K50P56O82K83O90K68J74V71,3,252.21571938472044
20544,9,M71E65F65T199K50P56O82K83O90K68J80T71,3,485.33333516583684
64351,25,M71E65F65T199K50P56O46V78M,3,620.2324235090985
58427,15,M71E65F65T199K50P56P82K83O90K68B69C73J69J46V78M,3,422.84694672493526
42525,0,M71E65F65T199K50P56P82K83O90K68J74V71,3,377.1658350041338
30503,21,M71E65F65T199K50P56P82K83O90K68J80T71,3,439.7274400386089
44514,32,M71E65F65T199K50P56P46V78M,3,377.0967946618898
12497,7,M71E65F65T199K50P56Q82K83O90K68B69C73J69J46V78M,3,298.3306613075524
44515,5,M71E65F65T199K50P56Q82K83O90K68J74V71,3,528.2460785259466
64352,4,M71E65F65T199K50P56Q82K83O90K68J80T71,3,577.6570540521418
4522,32,M71E65F65T199K50P56Q46V78M,3,421.64296727680215
38506,0,M71E65F65T199K50P56R82K83O90K68B69C73J69J46V78M,3,481.52730005022454
26573,31,M71E65F65T199K50P56R82K83O90K68J74V71,3,589.0082432135041
30504,8,M71E65F65T199K50P56R82K83O90K68J80T71,3,418.0291500337845
10525,15,M71E65F65T199K50P56R46V78M,3,516.2411805380209
46463,1,M71E65F65T199K50P56S82K83O90K68B69C73J69J46V78M,3,442.2004788384044
48534,26,M71E65F65T199K50P56S82K83O90K68J74V71,3,585.2807197710009
68206,0,M71E65F65T199K50P56S82K83O90K68J80T71,3,302.20993011783105
4523,27,M71E65F65T199K50P56S46V78M,3,605.5372325516644
10526,15,M71E65F65T199K50P56T82K83O90K68B69C73J69J46V78M,3,499.52932983063414
46464,14,M71E65F65T199K50P56T82K83O90K68J74V71,3,433.91021253939124
48535,24,M71E65F65T199K50P56T82K83O90K68J80T71,3,427.8964022210964
56393,26,M71E65F65T199K50P56T46V78M,3,571.1608799465048
18555,14,M71E65F65T199K50P56U82K83O90K68B69C73J69J46V78M,3,160.91927656211675
60401,18,M71E65F65T199K50P56U82K83O90K68J74V71,3,494.7361545834127
8565,15,M71E65F65T199K50P56U82K83O90K68J80T71,3,379.70584406098783
48536,14,M71E65F65T199K50P56U46V78M,3,386.45327031823774
52483,4,M71E65F65T199K50P57L82K83O90K68B69C73J69J46V78M,3,496.77850734275125
2579,1,M71E65F65T199K50P57L82K83O90K68J74V71,3,492.61818726112386
4524,21,M71E65F65T199K50P57L82K83O90K68J80T71,3,516.1180443363326
8566,16,M71E65F65T199K50P57L46V78M,3,470.5062903387333
6568,6,M71E65F65T199K50P57M82K83O90K68B69C73J69J46V78M,3,522.970993887434
68207,33,M71E65F65T199K50P57M82K83O90K68J74V71,3,444.3183977121202
10527,9,M71E65F65T199K50P57M82K83O90K68J80T71,3,619.8565103870185
14562,17,M71E65F65T199K50P57M46V78M,3,555.0911165995101
56394,27,M71E65F65T199K50P57N82K83O90K68B69C73J69J46V78M,3,469.8162288972577
18556,20,M71E65F65T199K50P57N82K83O90K68J74V71,3,460.3657172441131
30505,29,M71E65F65T199K50P57N82K83O90K68J80T71,3,376.6269145766062
56395,6,M71E65F65T199K50P57N46V78M,3,454.7665424136666
68208,25,M71E65F65T199K50P57O82K83O90K68B69C73J69J46V78M,3,337.5672346455701
38507,3,M71E65F65T199K50P57O82K83O90K68J74V71,3,407.7903521979061
4525,33,M71E65F65T199K50P57O82K83O90K68J80T71,3,350.30024300691366
18557,13,M71E65F65T199K50P57O46V78M,3,480.2592825036362
66252,20,M71E65F65T199K50P57P82K83O90K68B69C73J69J46V78M,3,374.75171014607145
68209,13,M71E65F65T199K50P57P82K83O90K68J74V71,3,467.70113557701615
38508,7,M71E65F65T199K50P57P82K83O90K68J80T71,3,491.8392971694442
68210,29,M71E65F65T199K50P57P46V78M,3,436.8727405592131
562,0,M71E65F65T199K50P57Q82K83O90K68B69C73J69J46V78M,3,556.1116216019908
44516,20,M71E65F65T199K50P57Q82K83O90K68J74V71,3,632.4878162009412
28517,29,M71E65F65T199K50P57Q82K83O90K68J80T71,3,593.9596595190708
2580,4,M71E65F65T199K50P57Q46V78M,3,530.9097576410315
64353,15,M71E65F65T199K50P57R82K83O90K68B69C73J69J46V78M,3,480.1918953982774
20545,16,M71E65F65T199K50P57R82K83O90K68J74V71,3,419.56950981667427
24523,3,M71E65F65T199K50P57R82K83O90K68J80T71,3,511.18506954057085
24524,4,M71E65F65T199K50P57R46V78M,3,470.9755923383762
22556,5,M71E65F65T199K50P57S82K83O90K68B69C73J69J46V78M,3,402.7687494071673
52484,3,M71E65F65T199K50P57S82K83O90K68J74V71,3,328.70616369987124
48537,17,M71E65F65T199K50P57S82K83O90K68J80T71,3,433.5040120511838
48538,34,M71E65F65T199K50P57S46V78M,3,588.1042878000974
563,13,M71E65F65T199K50P57T82K83O90K68B69C73J69J46V78M,3,496.10783746495804
38509,13,M71E65F65T199K50P57T82K83O90K68J74V71,3,421.65035260666866
62355,17,M71E65F65T199K50P57T82K83O90K68J80T71,3,547.8830604998507
42526,22,M71E65F65T199K50P57T46V78M,3,395.01016418501524
34451,9,M71E65F65T199K50P57U82K83O90K68B69C73J69J46V78M,3,480.3836098539145
12498,25,M71E65F65T199K50P57U82K83O90K68J74V71,3,664.444026848887
44517,22,M71E65F65T199K50P57U82K83O90K68J80T71,3,507.67956030522174
34452,31,M71E65F65T199K50P57U46V78M,3,515.9090221659465
58428,15,M71E65F65T199K50Q48L82K83O90K68B69C73J69J46V78M,3,406.82889029363673
6569,6,M71E65F65T199K50Q48L82K83O90K68J74V71,3,613.5830329120793
50503,15,M71E65F65T199K50Q48L82K83O90K68J80T71,3,389.85154328171006
6570,31,M71E65F65T199K50Q48L46V78M,3,328.3856546017952
28518,34,M71E65F65T199K50Q48M82K83O90K68B69C73J69J46V78M,3,350.68435282445006
18558,12,M71E65F65T199K50Q48M82K83O90K68J74V71,3,437.74735869778436
8567,14,M71E65F65T199K50Q48M82K83O90K68J80T71,3,360.3870722247568
16570,32,M71E65F65T199K50Q48M46V78M,3,578.4762409502144
52485,27,M71E65F65T199K50Q48N82K83O90K68B69C73J69J46V78M,3,563.6673275627365
20546,29,M71E65F65T199K50Q48N82K83O90K68J74V71,3,611.043643027886
12499,32,M71E65F65T199K50Q48N82K83O90K68J80T71,3,468.2365050637649
46465,13,M71E65F65T199K50Q48N46V78M,3,428.4186292203226
48539,6,M71E65F65T199K50Q48O82K83O90K68B69C73J69J46V78M,3,540.205888046348
4526,20,M71E65F65T199K50Q48O82K83O90K68J74V71,3,341.9610817398999
40557,25,M71E65F65T199K50Q48O82K83O90K68J80T71,3,473.7482171599225
20547,24,M71E65F65T199K50Q48O46V78M,3,434.81504997620027
28519,29,M71E65F65T199K50Q48P82K83O90K68B69C73J69J46V78M,3,107.5075025314681
24525,30,M71E65F65T199K50Q48P82K83O90K68J74V71,3,419.16972486793645
20548,19,M71E65F65T199K50Q48P82K83O90K68J80T71,3,507.4153899279229
46466,24,M71E65F65T199K50Q48P46V78M,3,602.5722186884269
58429,33,M71E65F65T199K50Q48Q82K83O90K68B69C73J69J46V78M,3,292.6757883573524
12500,12,M71E65F65T199K50Q48Q82K83O90K68J74V71,3,508.63190533068257
54424,32,M71E65F65T199K50Q48Q82K83O90K68J80T71,3,424.80897661813526
62356,6,M71E65F65T199K50Q48Q46V78M,3,436.39320177911725
8568,25,M71E65F65T199K50Q48R82K83O90K68B69C73J69J46V78M,3,450.15005448553103
14563,32,M71E65F65T199K50Q48R82K83O90K68J74V71,3,308.35524083694713
6571,29,M71E65F65T199K50Q48R82K83O90K68J80T71,3,208.04279881641256
16571,2,M71E65F65T199K50Q48R46V78M,3,358.15707253863945
66253,26,M71E65F65T199K50Q48S82K83O90K68B69C73J69J46V78M,3,516.5321544978125
30506,18,M71E65F65T199K50Q48S82K83O90K68J74V71,3,184.1576618512443
50504,15,M71E65F65T199K50Q48S82K83O90K68J80T71,3,544.7565647067877
62357,11,M71E65F65T199K50Q48S46V78M,3,482.64748023852394
18559,16,M71E65F65T199K50Q48T82K83O90K68B69C73J69J46V78M,3,384.587040597287
564,16,M71E65F65T199K50Q48T82K83O90K68J74V71,3,261.144109116961
16572,4,M71E65F65T199K50Q48T82K83O90K68J80T71,3,302.0725452702619
32475,30,M71E65F65T199K50Q48T46V78M,3,483.9644524228982
68211,10,M71E65F65T199K50Q48U82K83O90K68B69C73J69J46V78M,3,270.4796507393404
34453,1,M71E65F65T199K50Q48U82K83O90K68J74V71,3,571.3634292283136
6572,31,M71E65F65T199K50Q48U82K83O90K68J80T71,3,305.2512354109018
8569,7,M71E65F65T199K50Q48U46V78M,3,488.0047667102393
66254,28,M71E65F65T199K50Q49L82K83O90K68B69C73J69J46V78M,3,543.6028744946746
32476,0,M71E65F65T199K50Q49L82K83O90K68J74V71,3,455.19608770288835
18560,6,M71E65F65T199K50Q49L82K83O90K68J80T71,3,393.22826039493754
565,16,M71E65F65T199K50Q49L46V78M,3,445.7509350228331
62358,21,M71E65F65T199K50Q49M82K83O90K68B69C73J69J46V78M,3,507.4272634750597
48540,18,M71E65F65T199K50Q49M82K83O90K68J74V71,3,443.96280499393816
54425,10,M71E65F65T199K50Q49M82K83O90K68J80T71,3,573.636379786164
50505,28,M71E65F65T199K50Q49M46V78M,3,272.22753842086263
54426,26,M71E65F65T199K50Q49N82K83O90K68B69C73J69J46V78M,3,557.9336792275803
566,24,M71E65F65T199K50Q49N82K83O90K68J74V71,3,407.2171485232641
48541,27,M71E65F65T199K50Q49N82K83O90K68J80T71,3,564.154955665994
26574,34,M71E65F65T199K50Q49N46V78M,3,451.0404809776522
12501,13,M71E65F65T199K50Q49O82K83O90K68B69C73J69J46V78M,3,448.9103123616459
6573,4,M71E65F65T199K50Q49O82K83O90K68J74V71,3,452.10962947893404
6574,34,M71E65F65T199K50Q49O82K83O90K68J80T71,3,548.2890409115396
20549,15,M71E65F65T199K50Q49O46V78M,3,681.9969025523338
66255,21,M71E65F65T199K50Q49P82K83O90K68B69C73J69J46V78M,3,457.25335655423817
10528,25,M71E65F65T199K50Q49P82K83O90K68J74V71,3,390.80875775568484
28520,6,M71E65F65T199K50Q49P82K83O90K68J80T71,3,467.6163356623312
32477,0,M71E65F65T199K50Q49P46V78M,3,393.8320846745298
4527,20,M71E65F65T199K50Q49Q82K83O90K68B69C73J69J46V78M,3,399.9618631131675
34454,5,M71E65F65T199K50Q49Q82K83O90K68J74V71,3,439.8309688814726
38510,13,M71E65F65T199K50Q49Q82K83O90K68J80T71,3,548.7796291215848
567,0,M71E65F65T199K50Q49Q46V78M,3,288.4020524465441
4528,24,M71E65F65T199K50Q49R82K83O90K68B69C73J69J46V78M,3,432.50566974449976
64354,30,M71E65F65T199K50Q49R82K83O90K68J74V71,3,517.6892171363261
30507,20,M71E65F65T199K50Q49R82K83O90K68J80T71,3,447.31041063289734
8570,23,M71E65F65T199K50Q49R46V78M,3,472.46576768037346
58430,6,M71E65F65T199K50Q49S82K83O90K68B69C73J69J46V78M,3,446.6516692298549
34455,3,M71E65F65T199K50Q49S82K83O90K68J74V71,3,615.2481862841157
40558,20,M71E65F65T199K50Q49S82K83O90K68J80T71,3,440.23565267469166
68212,12,M71E65F65T199K50Q49S46V78M,3,674.1001180704269
64355,7,M71E65F65T199K50Q49T82K83O90K68B69C73J69J46V78M,3,527.9592882031147
32478,0,M71E65F65T199K50Q49T82K83O90K68J74V71,3,535.7309849159451
58431,23,M71E65F65T199K50Q49T82K83O90K68J80T71,3,425.6889415482568
52486,13,M71E65F65T199K50Q49T46V78M,3,632.3331436879087
64356,8,M71E65F65T199K50Q49U82K83O90K68B69C73J69J46V78M,3,390.123863298988
46467,16,M71E65F65T199K50Q49U82K83O90K68J74V71,3,248.57632253611138
42527,31,M71E65F65T199K50Q49U82K83O90K68J80T71,3,371.86921660405517
12502,11,M71E65F65T199K50Q49U46V78M,3,388.7239536528313
68213,4,M71E65F65T199K50Q50L82K83O90K68B69C73J69J46V78M,3,334.6348958305959
2581,24,M71E65F65T199K50Q50L82K83O90K68J74V71,3,383.42602978930324
16573,19,M71E65F65T199K50Q50L82K83O90K68J80T71,3,475.11529605877575
20550,21,M71E65F65T199K50Q50L46V78M,3,420.7816025623406
64357,10,M71E65F65T199K50Q50M82K83O90K68B69C73J69J46V78M,3,592.15111467363
44518,33,M71E65F65T199K50Q50M82K83O90K68J74V71,3,685.6048741693359
36468,1,M71E65F65T199K50Q50M82K83O90K68J80T71,3,475.5752870174059
6575,24,M71E65F65T199K50Q50M46V78M,3,479.8569584960826
8571,0,M71E65F65T199K50Q50N82K83O90K68B69C73J69J46V78M,3,414.65373070043546
36469,34,M71E65F65T199K50Q50N82K83O90K68J74V71,3,405.0347101999468
22557,11,M71E65F65T199K50Q50N82K83O90K68J80T71,3,438.4738814030305
58432,29,M71E65F65T199K50Q50N46V78M,3,504.64895076439785
2582,8,M71E65F65T199K50Q50O82K83O90K68B69C73J69J46V78M,3,483.68399212847396
14564,29,M71E65F65T199K50Q50O82K83O90K68J74V71,3,351.85281706443345
38511,10,M71E65F65T199K50Q50O82K83O90K68J80T71,3,572.4035928703138
12503,31,M71E65F65T199K50Q50O46V78M,3,394.38336826344613
8572,20,M71E65F65T199K50Q50P82K83O90K68B69C73J69J46V78M,3,706.6032895364672
64358,33,M71E65F65T199K50Q50P82K83O90K68J74V71,3,357.50883398834924
12504,6,M71E65F65T199K50Q50P82K83O90K68J80T71,3,594.7036661924076
46468,15,M71E65F65T199K50Q50P46V78M,3,462.73932991874756
568,21,M71E65F65T199K50Q50Q82K83O90K68B69C73J69J46V78M,3,499.7029663927464
62359,25,M71E65F65T199K50Q50Q82K83O90K68J74V71,3,477.2364189206502
569,2,M71E65F65T199K50Q50Q82K83O90K68J80T71,3,568.0290043449477
18561,22,M71E65F65T199K50Q50Q46V78M,3,594.9713324193078
68214,25,M71E65F65T199K50Q50R82K83O90K68B69C73J69J46V78M,3,424.97974533984274
52487,27,M71E65F65T199K50Q50R82K83O90K68J74V71,3,303.74495370432635
42528,6,M71E65F65T199K50Q50R82K83O90K68J80T71,3,712.2026128208681
40559,17,M71E65F65T199K50Q50R46V78M,3,401.3782715445066
16574,24,M71E65F65T199K50Q50S82K83O90K68B69C73J69J46V78M,3,508.4806624350545
2583,5,M71E65F65T199K50Q50S82K83O90K68J74V71,3,627.7281416829298
38512,31,M71E65F65T199K50Q50S82K83O90K68J80T71,3,569.833894705577
30508,30,M71E65F65T199K50Q50S46V78M,3,374.6913646321243
36470,33,M71E65F65T199K50Q50T82K83O90K68B69C73J69J46V78M,3,564.6458125823794
52488,20,M71E65F65T199K50Q50T82K83O90K68J74V71,3,372.8496501629395
40560,12,M71E65F65T199K50Q50T82K83O90K68J80T71,3,553.3930109065201
46469,16,M71E65F65T199K50Q50T46V78M,3,283.43488487632885
26575,18,M71E65F65T199K50Q50U82K83O90K68B69C73J69J46V78M,3,469.4457630231821
34456,31,M71E65F65T199K50Q50U82K83O90K68J74V71,3,508.27576688115545
28521,9,M71E65F65T199K50Q50U82K83O90K68J80T71,3,407.1313596631861
38513,11,M71E65F65T199K50Q50U46V78M,3,374.7938570145181
48542,25,M71E65F65T199K50Q51L82K83O90K68B69C73J69J46V78M,3,365.7107700156331
38514,13,M71E65F65T199K50Q51L82K83O90K68J74V71,3,367.58507051676975
68215,29,M71E65F65T199K50Q51L82K83O90K68J80T71,3,493.10036325812564
28522,11,M71E65F65T199K50Q51L46V78M,3,545.2364679531004
46470,26,M71E65F65T199K50Q51M82K83O90K68B69C73J69J46V78M,3,321.21206163983356
34457,15,M71E65F65T199K50Q51M82K83O90K68J74V71,3,271.37917842230695
60402,1,M71E65F65T199K50Q51M82K83O90K68J80T71,3,507.8863100444666
46471,11,M71E65F65T199K50Q51M46V78M,3,452.0948913170791
50506,8,M71E65F65T199K50Q51N82K83O90K68B69C73J69J46V78M,3,364.8375855658409
10529,5,M71E65F65T199K50Q51N82K83O90K68J74V71,3,647.8649514319161
40561,27,M71E65F65T199K50Q51N82K83O90K68J80T71,3,442.0589605201173
14565,21,M71E65F65T199K50Q51N46V78M,3,476.1239777690255
16575,11,M71E65F65T199K50Q51O82K83O90K68B69C73J69J46V78M,3,506.6357538889042
68216,30,M71E65F65T199K50Q51O82K83O90K68J74V71,3,555.5707311789638
58433,31,M71E65F65T199K50Q51O82K83O90K68J80T71,3,485.41632242288983
4529,32,M71E65F65T199K50Q51O46V78M,3,407.00300272657813
4530,9,M71E65F65T199K50Q51P82K83O90K68B69C73J69J46V78M,3,378.22939531081215
8573,9,M71E65F65T199K50Q51P82K83O90K68J74V71,3,375.26350924716866
58434,29,M71E65F65T199K50Q51P82K83O90K68J80T71,3,531.1991938858464
64359,18,M71E65F65T199K50Q51P46V78M,3,469.51075507498314
16576,31,M71E65F65T199K50Q51Q82K83O90K68B69C73J69J46V78M,3,486.6216992803079
28523,26,M71E65F65T199K50Q51Q82K83O90K68J74V71,3,362.18365720533757
44519,26,M71E65F65T199K50Q51Q82K83O90K68J80T71,3,485.7673238898041
2584,14,M71E65F65T199K50Q51Q46V78M,3,406.42575302138283
28524,8,M71E65F65T199K50Q51R82K83O90K68B69C73J69J46V78M,3,504.9506172054133
8574,16,M71E65F65T199K50Q51R82K83O90K68J74V71,3,459.19483471055224
4531,33,M71E65F65T199K50Q51R82K83O90K68J80T71,3,356.6295446056303
6576,33,M71E65F65T199K50Q51R46V78M,3,432.2158315778339
16577,28,M71E65F65T199K50Q51S82K83O90K68B69C73J69J46V78M,3,426.07356959706215
58435,26,M71E65F65T199K50Q51S82K83O90K68J74V71,3,245.27121364756488
18562,11,M71E65F65T199K50Q51S82K83O90K68J80T71,3,550.3875398097913
50507,15,M71E65F65T199K50Q51S46V78M,3,408.10286401088314
58436,14,M71E65F65T199K50Q51T82K83O90K68B69C73J69J46V78M,3,525.9442145519072
52489,5,M71E65F65T199K50Q51T82K83O90K68J74V71,3,380.74554830691045
60403,13,M71E65F65T199K50Q51T82K83O90K68J80T71,3,294.9208486735136
34458,10,M71E65F65T199K50Q51T46V78M,3,464.38871801102766
18563,28,M71E65F65T199K50Q51U82K83O90K68B69C73J69J46V78M,3,403.96882187519475
40562,25,M71E65F65T199K50Q51U82K83O90K68J74V71,3,277.89724089992245
62360,32,M71E65F65T199K50Q51U82K83O90K68J80T71,3,507.80793086257927
32479,26,M71E65F65T199K50Q51U46V78M,3,539.3936969865948
28525,19,M71E65F65T199K50Q52L82K83O90K68B69C73J69J46V78M,3,285.77618580864686
570,3,M71E65F65T199K50Q52L82K83O90K68J74V71,3,505.26997361206594
48543,12,M71E65F65T199K50Q52L82K83O90K68J80T71,3,332.33970747616786
26576,7,M71E65F65T199K50Q52L46V78M,3,534.1499471768112
14566,20,M71E65F65T199K50Q52M82K83O90K68B69C73J69J46V78M,3,476.67815536732695
44520,6,M71E65F65T199K50Q52M82K83O90K68J74V71,3,449.6264118758997
42529,15,M71E65F65T199K50Q52M82K83O90K68J80T71,3,425.92192611847986
62361,34,M71E65F65T199K50Q52M46V78M,3,407.971859311786
16578,23,M71E65F65T199K50Q52N82K83O90K68B69C73J69J46V78M,3,310.0185082911685
8575,34,M71E65F65T199K50Q52N82K83O90K68J74V71,3,460.4155570874526
4532,33,M71E65F65T199K50Q52N82K83O90K68J80T71,3,417.3425915140683
24526,23,M71E65F65T199K50Q52N46V78M,3,567.5287719935613
14567,26,M71E65F65T199K50Q52O82K83O90K68B69C73J69J46V78M,3,350.8123363029126
36471,5,M71E65F65T199K50Q52O82K83O90K68J74V71,3,327.81605975414755
