t_id,proveedor,coste_inicial,fecha_hora_recogida
16043,8,1.6182805601233643,2022-09-16 21:00:00
14033,7,2.0207845295565483,2022-09-16 09:00:00
41992,21,1.875985839848871,2022-09-08 05:00:00
22555,11,1.722469838060408,2022-09-14 15:00:00
16568,8,0.7906631141279599,2022-09-24 09:00:00
68204,34,3.3313382321818104,2022-09-30 23:00:00
44512,22,1.7216305093725184,2022-09-26 20:00:00
4520,2,0.8021905217500966,2022-09-05 09:00:00
44513,22,1.4711339974764264,2022-09-18 19:00:00
12493,6,1.3176478932001687,2022-09-20 22:00:00
34449,17,2.3892138903092386,2022-09-18 10:00:00
8562,4,1.8442633412798777,2022-09-23 16:00:00
30502,15,1.9299942323473005,2022-09-25 08:00:00
6566,3,1.6674986126356184,2022-09-19 20:00:00
18553,9,2.209452537164246,2022-09-23 12:00:00
10524,5,,2022-09-17 08:00:00
12494,6,1.5502853550716025,2022-09-09 19:00:00
12495,6,1.753268198964498,2022-09-13 11:00:00
68205,34,2.169934088429448,2022-09-17 16:00:00
14561,7,1.7906726737373737,2022-09-04 00:00:00
52480,26,1.9450571695099277,2022-09-08 08:00:00
50502,25,2.1021151108045872,2022-09-06 21:00:00
8563,4,1.5465776457593772,2022-09-23 11:00:00
52481,26,1.2846514911844067,2022-09-28 10:00:00
20543,10,1.4328096175527485,2022-09-02 10:00:00
38505,19,1.7054444156421575,2022-09-16 10:00:00
16569,8,1.9165859830478555,2022-09-21 01:00:00
46461,23,1.9179611896232116,2022-09-08 04:00:00
52482,26,1.6128543088140874,2022-09-19 01:00:00
28516,14,1.2515291050505253,2022-09-16 21:00:00
40556,20,1.6881024783698084,2022-09-24 01:00:00
18554,9,2.2075352679388525,2022-09-05 21:00:00
34450,17,2.1947595746903854,2022-09-03 04:00:00
54423,27,2.361789535041078,2022-09-11 10:00:00
46462,23,2.284261838267287,2022-09-11 01:00:00
4521,2,1.628592344508696,2022-09-21 18:00:00
64350,32,1.6603638253736273,2022-09-26 23:00:00
8564,4,1.8289172871446877,2022-09-12 08:00:00
6567,3,2.1095037543613526,2022-09-18 03:00:00
62354,31,2.7804923694733645,2022-09-26 16:00:00
12496,6,2.569122190234713,2022-09-11 18:00:00
20544,10,3.0571613769258823,2022-09-15 21:00:00
64351,32,2.787686321708408,2022-09-08 23:00:00
58427,29,2.391234394570904,2022-09-24 22:00:00
42525,21,1.8246039525320936,2022-09-05 08:00:00
30503,15,2.1621570057972623,2022-09-29 02:00:00
44514,22,1.784869946403954,2022-09-04 02:00:00
12497,6,1.5794287391368482,2022-09-09 15:00:00
44515,22,2.6234350960890067,2022-09-23 00:00:00
64352,32,1.7150120774492237,2022-09-29 07:00:00
4522,2,1.7914722808875283,2022-09-05 01:00:00
38506,19,1.482343729966959,2022-09-05 06:00:00
26573,13,2.3266267416660105,2022-09-11 17:00:00
30504,15,2.337220242697048,2022-09-08 23:00:00
10525,5,2.9567593251636524,2022-09-08 14:00:00
46463,23,1.937743997044448,2022-09-21 15:00:00
48534,24,1.484744389062116,2022-09-28 09:00:00
68206,34,1.6425735365803087,2022-09-12 05:00:00
4523,2,1.2613401833593616,2022-09-12 16:00:00
10526,5,1.74003757601929,2022-09-16 08:00:00
46464,23,2.1597117243745254,2022-09-16 01:00:00
48535,24,1.9804527182209957,2022-09-08 11:00:00
56393,28,2.3504030823577797,2022-09-13 13:00:00
18555,9,1.661365062934533,2022-09-21 07:00:00
60401,30,2.320728536708483,2022-09-18 09:00:00
8565,4,1.623486747820387,2022-09-20 23:00:00
48536,24,2.21239232934398,2022-09-15 02:00:00
52483,26,1.7411141973360071,2022-09-04 00:00:00
2579,1,2.0248529674853057,2022-09-01 09:00:00
4524,2,2.4935630763036736,2022-09-20 18:00:00
8566,4,2.1431032137467145,2022-09-28 10:00:00
6568,3,1.944717266667976,2022-09-20 04:00:00
68207,34,2.5343465727064776,2022-09-05 18:00:00
10527,5,2.300453244554608,2022-09-08 00:00:00
14562,7,2.9903843017358542,2022-09-14 23:00:00
56394,28,2.1624290706560623,2022-09-04 00:00:00
18556,9,1.4989156490487143,2022-09-17 04:00:00
30505,15,2.2200954410430978,2022-09-17 02:00:00
56395,28,2.0110428389324166,2022-09-20 22:00:00
68208,34,1.7154655624967998,2022-09-27 00:00:00
38507,19,1.4864874191227866,2022-09-24 01:00:00
4525,2,2.2276946088468703,2022-09-15 02:00:00
18557,9,2.4756598213274184,2022-09-09 11:00:00
66252,33,1.99966487828498,2022-09-15 14:00:00
68209,34,2.556745098167604,2022-09-19 12:00:00
38508,19,2.495835609984742,2022-09-25 05:00:00
68210,34,2.528196077175076,2022-09-19 22:00:00
562,0,2.5871286975928856,2022-09-01 16:00:00
44516,22,2.181578897017736,2022-10-01 03:00:00
28517,14,2.3652992863962328,2022-09-16 21:00:00
2580,1,1.46985730411629,2022-09-02 15:00:00
64353,32,2.120577216093533,2022-09-09 20:00:00
20545,10,2.5439879856238043,2022-09-21 19:00:00
24523,12,1.6274852641198696,2022-09-05 21:00:00
24524,12,2.067734592722501,2022-09-17 09:00:00
22556,11,2.6325821454493106,2022-09-30 10:00:00
52484,26,2.3744453266722387,2022-09-27 07:00:00
48537,24,2.0044918955152164,2022-09-09 13:00:00
48538,24,2.6138088363156253,2022-09-27 02:00:00
563,0,1.670084199627349,2022-09-12 03:00:00
38509,19,1.1618492603354822,2022-09-30 13:00:00
62355,31,2.031960268302817,2022-09-15 03:00:00
42526,21,2.7784753569718634,2022-09-02 04:00:00
34451,17,2.6375202382500387,2022-09-15 01:00:00
12498,6,2.6106673736673067,2022-09-17 08:00:00
44517,22,3.333703311386371,2022-09-02 08:00:00
34452,17,2.0415079497458013,2022-09-29 12:00:00
58428,29,3.20785528396626,2022-09-08 15:00:00
6569,3,1.945075506846509,2022-09-19 12:00:00
50503,25,2.196455979780192,2022-09-08 14:00:00
6570,3,1.0220125144726544,2022-09-06 22:00:00
28518,14,2.549542751951166,2022-09-04 12:00:00
18558,9,1.5841305852463228,2022-09-15 07:00:00
8567,4,2.375234609069388,2022-09-30 01:00:00
16570,8,1.2356388290385976,2022-09-23 17:00:00
52485,26,,2022-09-02 12:00:00
20546,10,2.207797650059853,2022-09-17 20:00:00
12499,6,,2022-09-27 16:00:00
46465,23,1.9760283486711288,2022-09-12 14:00:00
48539,24,1.6849373333237587,2022-09-03 17:00:00
4526,2,0.939661774933458,2022-09-21 00:00:00
40557,20,2.3285934122951804,2022-09-02 12:00:00
20547,10,,2022-09-13 17:00:00
28519,14,1.4325070297265023,2022-09-03 09:00:00
24525,12,1.7598328842427544,2022-09-08 23:00:00
20548,10,2.6337051118878296,2022-09-30 06:00:00
46466,23,2.2087993685048404,2022-09-30 03:00:00
58429,29,2.4150007153842976,2022-09-22 00:00:00
12500,6,2.684653457499892,2022-09-27 22:00:00
54424,27,1.6958666918935577,2022-09-04 07:00:00
62356,31,1.509029688297573,2022-09-25 20:00:00
8568,4,1.4461514709358378,2022-09-08 20:00:00
14563,7,2.206230733434676,2022-09-01 10:00:00
6571,3,2.7979210642040964,2022-09-05 23:00:00
16571,8,2.340790093210058,2022-09-15 04:00:00
66253,33,1.0848043106378706,2022-09-13 19:00:00
30506,15,1.2373743590004072,2022-09-02 13:00:00
50504,25,2.1679987172719004,2022-09-14 03:00:00
62357,31,2.231119621790243,2022-09-16 09:00:00
18559,9,1.6274949908953438,2022-09-14 06:00:00
564,0,1.7677458614333217,2022-09-24 07:00:00
16572,8,2.8716436198915614,2022-09-12 18:00:00
32475,16,1.739945447340739,2022-09-21 01:00:00
68211,34,1.2407332547381231,2022-09-30 14:00:00
34453,17,2.6356250777309005,2022-09-30 04:00:00
6572,3,1.9848653463453128,2022-09-08 11:00:00
8569,4,2.1369966516474914,2022-09-11 02:00:00
66254,33,1.9894984628278067,2022-09-15 06:00:00
32476,16,1.9634367795469037,2022-09-06 09:00:00
18560,9,2.192009527220624,2022-09-23 03:00:00
565,0,1.6322484046556616,2022-09-29 15:00:00
62358,31,1.39507559214297,2022-09-26 06:00:00
48540,24,1.7105517174448823,2022-09-21 14:00:00
54425,27,1.8122597718440772,2022-09-25 18:00:00
50505,25,2.5549447610102307,2022-09-13 18:00:00
54426,27,2.760837264105663,2022-09-12 14:00:00
566,0,1.9780439262442184,2022-09-03 04:00:00
48541,24,1.851978264372013,2022-09-15 20:00:00
26574,13,,2022-09-10 20:00:00
12501,6,1.908167238270155,2022-09-02 17:00:00
6573,3,2.101427084795044,2022-09-04 14:00:00
6574,3,1.9738448015831065,2022-09-12 06:00:00
20549,10,1.9844509023559227,2022-09-30 09:00:00
66255,33,1.884808107855369,2022-09-12 00:00:00
10528,5,1.5940017041870331,2022-09-21 13:00:00
28520,14,1.2647432757823367,2022-09-07 17:00:00
32477,16,2.129843971108877,2022-09-15 14:00:00
4527,2,2.1948742776804653,2022-09-07 05:00:00
34454,17,1.8974668868545008,2022-09-08 08:00:00
38510,19,2.589740308871472,2022-09-29 13:00:00
567,0,1.5407802470591014,2022-09-24 04:00:00
4528,2,0.8933698005742652,2022-09-04 15:00:00
64354,32,1.2933000719507983,2022-09-07 13:00:00
30507,15,1.8486357308845076,2022-09-19 08:00:00
8570,4,1.9652200333251229,2022-09-07 15:00:00
58430,29,2.0952415471867094,2022-09-20 05:00:00
34455,17,2.3706330261748967,2022-09-30 02:00:00
40558,20,1.522494227632864,2022-09-16 21:00:00
68212,34,2.074322715189164,2022-10-01 06:00:00
64355,32,2.647738535451316,2022-09-25 08:00:00
32478,16,2.4750863910340875,2022-09-19 15:00:00
58431,29,1.6577044093131343,2022-09-11 00:00:00
52486,26,1.0270101988156677,2022-09-05 05:00:00
64356,32,2.222455209596227,2022-09-05 09:00:00
46467,23,1.7842591538699035,2022-09-10 11:00:00
42527,21,1.8711034175311043,2022-09-10 03:00:00
12502,6,2.677309415918653,2022-09-21 12:00:00
68213,34,1.5809650393098211,2022-09-12 14:00:00
2581,1,,2022-09-20 00:00:00
16573,8,1.1732476302071242,2022-09-28 08:00:00
20550,10,2.671933608099801,2022-09-20 12:00:00
64357,32,1.6098116087921863,2022-10-01 04:00:00
44518,22,1.3394107637849388,2022-09-07 06:00:00
36468,18,2.2705797692762677,2022-09-20 13:00:00
6575,3,1.4719742057763032,2022-09-21 21:00:00
8571,4,2.7143068712873326,2022-09-21 20:00:00
36469,18,1.893918172331155,2022-09-20 09:00:00
22557,11,1.790110765275101,2022-09-25 07:00:00
58432,29,2.344543946666229,2022-09-27 22:00:00
2582,1,1.779598606358945,2022-09-28 04:00:00
14564,7,1.425608321117643,2022-09-15 07:00:00
38511,19,1.889439770074907,2022-09-28 16:00:00
12503,6,1.4263501951146254,2022-09-22 15:00:00
8572,4,1.53184261765936,2022-09-23 04:00:00
64358,32,2.306305917876399,2022-09-13 01:00:00
12504,6,0.9705442992719312,2022-09-06 15:00:00
46468,23,1.6240582494554845,2022-09-07 08:00:00
568,0,,2022-09-19 11:00:00
62359,31,2.3987598119588758,2022-09-09 02:00:00
569,0,2.0931164147167984,2022-09-10 15:00:00
18561,9,1.7046298715605093,2022-09-18 19:00:00
68214,34,2.3947887822467027,2022-09-27 03:00:00
52487,26,1.735127883909662,2022-09-07 21:00:00
42528,21,1.6029245155577585,2022-09-14 20:00:00
40559,20,1.3821463869581443,2022-09-26 21:00:00
16574,8,1.2458618411436988,2022-09-12 13:00:00
2583,1,2.8125337623782087,2022-09-14 03:00:00
38512,19,1.5401590404444463,2022-09-22 08:00:00
30508,15,2.4078679501283595,2022-09-20 05:00:00
36470,18,2.2757889397463686,2022-09-19 03:00:00
52488,26,1.536852034373621,2022-09-19 23:00:00
40560,20,2.2298196595790394,2022-09-10 15:00:00
46469,23,2.2076663700876398,2022-09-10 15:00:00
26575,13,1.8900501659733029,2022-09-17 07:00:00
34456,17,1.680659866327654,2022-09-30 18:00:00
28521,14,1.5083987238248813,2022-09-18 12:00:00
38513,19,1.558603570429255,2022-09-09 07:00:00
48542,24,1.631847632583098,2022-09-23 22:00:00
38514,19,2.4734802372186886,2022-09-12 11:00:00
68215,34,2.016380938607991,2022-09-23 07:00:00
28522,14,2.132886482236512,2022-09-07 07:00:00
46470,23,3.081465063571596,2022-09-15 13:00:00
34457,17,1.1450635158800233,2022-09-11 09:00:00
60402,30,2.890540611156663,2022-09-25 21:00:00
46471,23,2.5246780486675515,2022-09-12 02:00:00
50506,25,2.2940948880110303,2022-09-02 10:00:00
10529,5,,2022-09-11 05:00:00
40561,20,2.3991452265449213,2022-09-05 17:00:00
14565,7,2.686671173901738,2022-09-28 06:00:00
16575,8,2.3997387388973506,2022-09-21 02:00:00
68216,34,2.011292093267692,2022-09-21 07:00:00
58433,29,2.446657606945956,2022-09-12 14:00:00
4529,2,1.8516433787877935,2022-09-10 20:00:00
4530,2,0.4956628338420394,2022-09-18 02:00:00
8573,4,1.1894811159528524,2022-09-06 02:00:00
58434,29,2.22523853964794,2022-09-08 00:00:00
64359,32,2.195063656329399,2022-09-06 04:00:00
16576,8,1.0580899126773446,2022-09-23 10:00:00
28523,14,1.5196600169388776,2022-09-28 14:00:00
44519,22,2.5187066891454397,2022-09-01 21:00:00
2584,1,1.4813113903619326,2022-09-04 00:00:00
28524,14,2.155018438674676,2022-09-02 17:00:00
8574,4,3.324240464920245,2022-09-04 02:00:00
4531,2,1.907578820569493,2022-09-14 10:00:00
6576,3,1.19515973286522,2022-09-28 17:00:00
16577,8,1.768561984985163,2022-09-05 04:00:00
58435,29,1.78195289442912,2022-09-12 01:00:00
18562,9,2.811875127431944,2022-09-29 02:00:00
50507,25,2.3348702867375,2022-09-21 04:00:00
58436,29,2.3577077897927565,2022-09-29 12:00:00
52489,26,0.9482585764089306,2022-09-25 13:00:00
60403,30,2.4748123065346954,2022-09-26 07:00:00
34458,17,1.8333023491284128,2022-09-30 05:00:00
18563,9,1.857672468754292,2022-09-22 19:00:00
40562,20,1.957142368634452,2022-09-23 11:00:00
62360,31,2.794021770525016,2022-09-13 16:00:00
32479,16,1.9371968424762485,2022-09-23 05:00:00
28525,14,1.687738993718377,2022-09-02 02:00:00
570,0,1.6514970967638145,2022-09-22 04:00:00
48543,24,1.6739990416223374,2022-09-27 21:00:00
26576,13,1.895483912416784,2022-09-05 16:00:00
14566,7,2.1220848109681105,2022-09-30 22:00:00
44520,22,1.6818252362790451,2022-09-24 05:00:00
42529,21,2.467209535526248,2022-09-11 02:00:00
62361,31,1.91763063495106,2022-09-17 15:00:00
16578,8,1.203966856034381,2022-09-28 00:00:00
8575,4,1.417784038608326,2022-09-15 07:00:00
4532,2,2.3490600286679992,2022-09-02 02:00:00
24526,12,0.7133764564931211,2022-09-13 01:00:00
14567,7,2.061669612212099,2022-09-14 23:00:00
36471,18,1.8967155465840957,2022-09-06 18:00:00
40563,20,1.8934604831652264,2022-09-15 06:00:00
44521,22,1.7714800806402622,2022-09-27 23:00:00
28526,14,1.9942252027142584,2022-09-29 20:00:00
38515,19,1.6370527976839688,2022-09-14 09:00:00
46472,23,1.6173609808663834,2022-09-24 14:00:00
40564,20,2.4219485931474773,2022-09-29 08:00:00
12505,6,1.6775284035389193,2022-09-05 15:00:00
62362,31,1.9204742109680737,2022-09-16 05:00:00
36472,18,1.955849313367896,2022-09-17 00:00:00
24527,12,1.7708084212801498,2022-09-19 18:00:00
22558,11,1.9874463096838717,2022-09-24 06:00:00
54427,27,0.4039780876557235,2022-09-27 13:00:00
38516,19,,2022-09-04 06:00:00
2585,1,1.8547805142500016,2022-09-02 18:00:00
40565,20,1.5974010537721244,2022-09-25 17:00:00
52490,26,1.5421501282654606,2022-09-25 07:00:00
44522,22,2.695915985093456,2022-09-04 03:00:00
68217,34,2.2750878885468677,2022-09-07 22:00:00
50508,25,1.1925884744685398,2022-09-08 21:00:00
14568,7,2.557082938257192,2022-09-11 23:00:00
62363,31,2.9576448851819817,2022-09-05 06:00:00
66256,33,2.1415712879314315,2022-10-01 03:00:00
10530,5,2.016602016898667,2022-09-14 00:00:00
4533,2,2.492508949976494,2022-09-28 14:00:00
571,0,1.7863751347429897,2022-09-23 03:00:00
26577,13,2.4198955237688344,2022-09-10 01:00:00
50509,25,1.3806218396240906,2022-09-11 12:00:00
572,0,3.4514687798250434,2022-09-13 22:00:00
10531,5,2.4836345336179835,2022-09-05 01:00:00
6577,3,1.9456851226484304,2022-09-02 06:00:00
16579,8,2.3672632094544017,2022-09-29 20:00:00
14569,7,2.785066754544272,2022-09-11 15:00:00
54428,27,2.480613478535564,2022-09-13 03:00:00
30509,15,2.583645971998562,2022-09-25 17:00:00
46473,23,2.6279575951639,2022-09-11 03:00:00
58437,29,1.7525903125052888,2022-09-19 04:00:00
54429,27,2.483200293736695,2022-09-27 16:00:00
50510,25,2.287924361684282,2022-09-08 12:00:00
64360,32,2.0461229304287185,2022-09-13 03:00:00
40566,20,1.6989475589182466,2022-09-20 16:00:00
26578,13,3.423377326403055,2022-09-24 06:00:00
24528,12,1.3254999242255645,2022-09-21 23:00:00
26579,13,0.8766600597559568,2022-09-12 04:00:00
12506,6,3.1242476070892264,2022-09-12 13:00:00
32480,16,1.692465353368786,2022-09-03 10:00:00
24529,12,3.095682674823418,2022-09-22 04:00:00
64361,32,2.407670033386544,2022-09-14 15:00:00
48544,24,2.3683201696503104,2022-09-27 19:00:00
62364,31,1.3792477641408918,2022-09-28 08:00:00
60404,30,1.1714031299775929,2022-09-02 15:00:00
42530,21,1.7129835887434708,2022-09-16 17:00:00
8576,4,1.325636698876708,2022-09-03 19:00:00
4534,2,2.1454892077076795,2022-09-26 15:00:00
64362,32,1.460773887596908,2022-09-16 20:00:00
34459,17,2.41622348264603,2022-09-14 09:00:00
38517,19,1.767442350326352,2022-09-22 04:00:00
24530,12,1.3911001334134632,2022-09-18 08:00:00
32481,16,1.6243162992984743,2022-09-14 19:00:00
64363,32,2.16676841251584,2022-09-02 09:00:00
22559,11,1.4859813930885335,2022-09-13 12:00:00
30510,15,2.0361375069470355,2022-09-15 08:00:00
4535,2,2.996935599200257,2022-09-25 13:00:00
22560,11,2.1909279783025224,2022-09-24 17:00:00
22561,11,2.0131936376808994,2022-09-28 10:00:00
58438,29,1.9378635038432908,2022-09-21 16:00:00
2586,1,1.6096484465470584,2022-09-20 13:00:00
56396,28,2.8424761479056064,2022-09-28 23:00:00
38518,19,1.879752091492063,2022-09-17 13:00:00
8577,4,1.6899438182767712,2022-09-29 04:00:00
26580,13,2.325391055702306,2022-09-12 08:00:00
24531,12,1.8021473059442064,2022-09-07 08:00:00
36473,18,1.6549085091684714,2022-09-18 15:00:00
20551,10,2.114106641293905,2022-09-05 10:00:00
50511,25,2.255403508304783,2022-09-23 21:00:00
52491,26,2.81917887875398,2022-09-01 15:00:00
56397,28,2.08146275990448,2022-09-25 19:00:00
14570,7,2.248277659021431,2022-09-16 03:00:00
28527,14,1.5896194756426267,2022-09-06 14:00:00
22562,11,1.5989034198238643,2022-09-27 09:00:00
34460,17,1.988366263464864,2022-09-25 00:00:00
60405,30,2.4400845937031628,2022-09-14 16:00:00
24532,12,1.3068601345732451,2022-09-23 04:00:00
12507,6,2.0423292510896838,2022-09-18 23:00:00
64364,32,1.6666006485298557,2022-09-29 12:00:00
30511,15,2.2897033471000228,2022-09-12 03:00:00
6578,3,1.3785982192261073,2022-09-22 10:00:00
6579,3,1.922949637787192,2022-09-08 19:00:00
48545,24,2.301303616178043,2022-09-18 07:00:00
34461,17,3.0370258491178355,2022-09-18 00:00:00
20552,10,2.37657868398936,2022-09-15 12:00:00
20553,10,2.183875225088675,2022-09-16 07:00:00
34462,17,1.8773316821295556,2022-09-12 05:00:00
573,0,1.9261538903110336,2022-09-11 12:00:00
50512,25,1.7823502795828137,2022-09-11 05:00:00
60406,30,1.2185932185562616,2022-09-16 04:00:00
6580,3,1.2304368589514496,2022-09-10 07:00:00
18564,9,1.6553838579783289,2022-10-01 01:00:00
54430,27,1.6383975209048458,2022-09-02 06:00:00
574,0,1.8203042905096605,2022-09-28 19:00:00
4536,2,1.6508148915143075,2022-09-07 06:00:00
48546,24,2.7575120710010004,2022-09-22 02:00:00
42531,21,1.9679622239132115,2022-09-22 13:00:00
2587,1,2.006514319972283,2022-09-26 23:00:00
46474,23,1.7250483041387643,2022-09-26 22:00:00
2588,1,2.0061500545858744,2022-09-23 19:00:00
26581,13,1.536232927278653,2022-09-04 12:00:00
68218,34,1.9172526459365924,2022-09-04 16:00:00
64365,32,1.3089397294141043,2022-09-01 15:00:00
56398,28,2.636256811628525,2022-09-12 12:00:00
24533,12,3.839682075689328,2022-09-25 16:00:00
16580,8,1.4482736343977418,2022-09-15 22:00:00
46475,23,2.0265867282346863,2022-09-29 09:00:00
56399,28,2.3156563914852666,2022-09-30 00:00:00
64366,32,2.328268101034077,2022-09-18 02:00:00
40567,20,2.4662446409269694,2022-09-03 11:00:00
26582,13,2.5981862050156828,2022-09-09 14:00:00
66257,33,1.7466525527738523,2022-09-26 00:00:00
38519,19,2.4488970004795045,2022-09-05 11:00:00
40568,20,1.536111988984512,2022-09-20 21:00:00
10532,5,3.0145853261264515,2022-09-08 21:00:00
34463,17,1.4697695866455331,2022-09-14 12:00:00
575,0,2.122902487627212,2022-09-21 14:00:00
4537,2,2.2747057243029056,2022-09-03 03:00:00
6581,3,2.2897312424870653,2022-09-28 21:00:00
66258,33,2.252546013365888,2022-09-22 03:00:00
50513,25,2.2479072952324755,2022-09-12 02:00:00
64367,32,1.0827554627531069,2022-09-21 21:00:00
52492,26,2.8090434715758907,2022-09-27 01:00:00
16581,8,1.5537077458008106,2022-09-19 06:00:00
8578,4,2.316046658725646,2022-09-09 22:00:00
56400,28,,2022-09-04 04:00:00
12508,6,2.01655876758184,2022-09-28 21:00:00
52493,26,2.385796912225156,2022-09-29 03:00:00
22563,11,1.5661879386975692,2022-09-25 11:00:00
46476,23,2.158433693576769,2022-09-26 01:00:00
14571,7,2.307446437214404,2022-09-03 01:00:00
22564,11,1.823966807767168,2022-09-02 15:00:00
14572,7,1.8138063276726752,2022-09-10 17:00:00
14573,7,1.413700487633075,2022-09-01 14:00:00
38520,19,2.3416468963332813,2022-09-04 00:00:00
12509,6,1.7305098531935623,2022-09-23 18:00:00
52494,26,2.374347234880988,2022-09-29 17:00:00
34464,17,2.4104490776227685,2022-09-17 13:00:00
30512,15,1.859880759655161,2022-09-07 16:00:00
50514,25,1.9606810695993888,2022-09-28 20:00:00
12510,6,2.3648741236095714,2022-09-30 05:00:00
52495,26,1.49890975966354,2022-09-28 15:00:00
10533,5,1.8579285368707912,2022-09-15 07:00:00
36474,18,1.6237446674811415,2022-09-13 04:00:00
62365,31,1.8476699480853225,2022-09-10 01:00:00
38521,19,2.6762075937742003,2022-09-04 13:00:00
64368,32,1.881787520170448,2022-09-15 12:00:00
48547,24,2.333936412976612,2022-09-11 02:00:00
8579,4,1.8316666355884084,2022-09-26 07:00:00
60407,30,2.6219237182868578,2022-09-17 07:00:00
66259,33,2.539271229354118,2022-09-12 03:00:00
30513,15,2.252859450815824,2022-09-23 15:00:00
62366,31,1.635684927512957,2022-09-15 10:00:00
46477,23,2.200927342449451,2022-09-22 13:00:00
12511,6,2.6300779355796013,2022-09-23 16:00:00
64369,32,1.0920312343570415,2022-09-19 21:00:00
68219,34,1.5003144075111463,2022-09-13 14:00:00
58439,29,1.7645915572075077,2022-09-04 01:00:00
64370,32,2.0533699155022886,2022-09-13 21:00:00
12512,6,2.260658935233677,2022-09-04 16:00:00
54431,27,2.897698666508489,2022-09-19 16:00:00
68220,34,1.663966002167449,2022-09-07 16:00:00
48548,24,2.1697915679460302,2022-09-28 08:00:00
24534,12,2.7724471845260723,2022-09-08 14:00:00
28528,14,2.307054121561872,2022-09-05 20:00:00
16582,8,2.415847102861263,2022-09-19 06:00:00
62367,31,1.902671923330974,2022-09-06 12:00:00
12513,6,2.3269480779946687,2022-09-12 02:00:00
64371,32,1.5090534417363992,2022-09-30 13:00:00
44523,22,2.8582024751062862,2022-09-22 09:00:00
52496,26,,2022-09-11 10:00:00
38522,19,2.614633044091992,2022-09-16 04:00:00
576,0,2.1298020377466216,2022-09-12 11:00:00
2589,1,2.0900460617159484,2022-09-03 15:00:00
30514,15,2.169135635217148,2022-09-10 07:00:00
56401,28,2.8706848009712296,2022-09-02 09:00:00
68221,34,2.2276464166344625,2022-09-08 15:00:00
32482,16,2.1367197386275416,2022-09-30 10:00:00
12514,6,2.4446644048827,2022-09-13 15:00:00
