t_id,tienda,fecha_hora_venta,precio_venta
8565,1,2022-09-21 05:00:00,3.6730264985393095
48536,8,2022-09-15 06:00:00,4.163942663680333
52483,29,2022-09-04 13:00:00,2.782707596976985
2579,5,2022-09-01 16:00:00,3.679667819954587
4524,1,2022-09-21 00:00:00,3.824250969437923
8566,31,2022-09-28 15:00:00,3.5182020362765973
6568,7,2022-09-20 11:00:00,4.281331846228946
68207,0,2022-09-06 03:00:00,4.571146029346325
10527,12,2022-09-08 08:00:00,4.167239883510228
14562,1,2022-09-15 01:00:00,5.051613612707374
56394,23,2022-09-04 06:00:00,4.272242333159012
18556,6,2022-09-17 06:00:00,2.375918742281241
30505,18,2022-09-17 06:00:00,3.2886300225011063
56395,15,2022-09-21 06:00:00,3.727767323868521
68208,3,2022-09-27 11:00:00,3.885102908669358
38507,1,2022-09-24 08:00:00,2.91680199304146
4525,19,2022-09-15 05:00:00,3.400637564064449
18557,0,2022-09-09 18:00:00,2.868897052625744
66252,0,2022-09-15 19:00:00,4.251896851011348
68209,30,2022-09-19 18:00:00,3.806259830075227
38508,26,2022-09-25 13:00:00,3.766053323463921
68210,16,2022-09-20 01:00:00,4.772858110994331
562,3,2022-09-01 19:00:00,3.5685581009569987
44516,8,2022-10-01 09:00:00,3.636226642171928
28517,28,2022-09-17 01:00:00,3.779022973287076
2580,9,2022-09-02 22:00:00,2.910137953211775
64353,2,2022-09-10 04:00:00,4.02601886038201
20545,25,2022-09-22 05:00:00,4.583159194428329
24523,30,2022-09-06 03:00:00,2.7479937176218585
24524,22,2022-09-17 15:00:00,3.943519963093826
22556,7,2022-09-30 19:00:00,4.012718124749823
52484,25,2022-09-27 15:00:00,4.026552878053485
48537,9,2022-09-09 20:00:00,3.1843625750425053
48538,4,2022-09-27 09:00:00,3.548219053960479
563,21,2022-09-12 07:00:00,3.1051376604076286
38509,26,2022-09-30 19:00:00,2.8250418913893416
62355,31,2022-09-15 06:00:00,3.223890483269395
42526,28,2022-09-02 14:00:00,3.494467983114746
34451,16,2022-09-15 11:00:00,2.956740855186661
12498,24,2022-09-17 17:00:00,4.228716654433479
44517,6,2022-09-02 15:00:00,4.734456387700947
34452,19,2022-09-29 16:00:00,3.9799546837965902
58428,19,2022-09-08 20:00:00,4.269146336952499
6569,0,2022-09-19 21:00:00,3.304031113639057
50503,30,2022-09-08 19:00:00,4.113137040410006
6570,22,2022-09-07 05:00:00,2.8671318423325944
28518,10,2022-09-04 13:00:00,3.520979568238664
18558,26,2022-09-15 11:00:00,2.9550221591676227
8567,22,2022-09-30 08:00:00,4.055692317614402
16570,20,2022-09-23 22:00:00,3.2905454667863063
52485,10,2022-09-02 14:00:00,3.882421576016968
20546,26,2022-09-18 04:00:00,3.844860953990042
12499,6,2022-09-27 17:00:00,3.252563343802043
46465,1,2022-09-12 16:00:00,2.8412260540629592
48539,0,2022-09-03 18:00:00,3.8029313156886735
4526,18,2022-09-21 06:00:00,2.819383210121821
40557,17,2022-09-02 22:00:00,4.102577447985219
20547,12,2022-09-13 23:00:00,3.297451926987388
28519,8,2022-09-03 19:00:00,3.5962142230704712
24525,16,2022-09-09 03:00:00,2.978157862053084
20548,21,2022-09-30 15:00:00,3.631707710394356
46466,13,2022-09-30 04:00:00,3.670588406275445
58429,23,2022-09-22 06:00:00,3.677963140974063
12500,14,2022-09-28 07:00:00,3.535682027874146
54424,26,2022-09-04 18:00:00,3.245036420807404
62356,13,2022-09-26 06:00:00,2.8271742207440917
8568,15,2022-09-09 03:00:00,2.5512827548200883
14563,33,2022-09-01 21:00:00,4.517903093279259
6571,21,2022-09-06 06:00:00,3.795519073375577
16571,33,2022-09-15 16:00:00,4.594774892780694
66253,2,2022-09-13 23:00:00,2.200744451567968
30506,0,2022-09-02 22:00:00,3.097769067569234
50504,13,2022-09-14 05:00:00,4.3006590130728375
62357,0,2022-09-16 20:00:00,3.0604321042337044
18559,25,2022-09-14 14:00:00,2.7540768112818146
564,16,2022-09-24 13:00:00,4.024528540351732
16572,31,2022-09-13 05:00:00,3.803344156512911
32475,11,2022-09-21 14:00:00,4.087036972454923
68211,19,2022-10-01 00:00:00,2.372357172608762
34453,25,2022-09-30 09:00:00,4.251082530939846
6572,3,2022-09-08 19:00:00,3.134293236780725
8569,15,2022-09-11 02:00:00,4.148496230849055
66254,14,2022-09-15 15:00:00,3.905981439275056
32476,22,2022-09-06 16:00:00,3.3885061551236992
18560,7,2022-09-23 06:00:00,
565,8,2022-09-29 21:00:00,3.033745328747149
62358,25,2022-09-26 15:00:00,2.356160595950388
48540,31,2022-09-21 20:00:00,3.043430469667364
54425,16,2022-09-25 22:00:00,3.985634989209722
50505,18,2022-09-13 23:00:00,4.3999181794422055
54426,23,2022-09-12 21:00:00,3.49170609398938
566,11,2022-09-03 04:00:00,2.7109479337502416
48541,30,2022-09-16 02:00:00,3.666960560358109
26574,7,2022-09-11 02:00:00,2.5047257216919188
12501,25,2022-09-03 02:00:00,3.874056338690388
6573,21,2022-09-04 18:00:00,2.875142884463688
6574,19,2022-09-12 10:00:00,3.274080314428934
20549,30,2022-09-30 19:00:00,3.396886401743279
66255,24,2022-09-12 05:00:00,2.5840754023574024
10528,3,2022-09-21 23:00:00,3.3061147722771533
28520,32,2022-09-07 22:00:00,2.984231892734466
32477,13,2022-09-15 18:00:00,4.012807814161906
4527,29,2022-09-07 13:00:00,3.7481732581331095
34454,14,2022-09-08 15:00:00,2.541069923325514
38510,13,2022-09-29 16:00:00,3.392289919420869
567,29,2022-09-24 18:00:00,3.0574012271012574
4528,2,2022-09-04 21:00:00,2.373544488146117
64354,19,2022-09-07 15:00:00,3.426683753598361
30507,5,2022-09-19 17:00:00,3.753454070929566
8570,21,2022-09-07 20:00:00,2.8643546332709806
58430,18,2022-09-20 16:00:00,4.308281559340935
34455,11,2022-09-30 07:00:00,3.369943122682308
40558,2,2022-09-17 06:00:00,2.8918288505024985
68212,3,2022-10-01 10:00:00,2.825929384237615
64355,24,2022-09-25 12:00:00,3.2596476065608675
32478,6,2022-09-19 22:00:00,4.230751419403855
58431,12,2022-09-11 09:00:00,3.3041456605420745
52486,5,2022-09-05 12:00:00,2.993134463265296
64356,23,2022-09-05 13:00:00,3.697373426467597
46467,12,2022-09-10 11:00:00,3.862556380755271
42527,10,2022-09-10 09:00:00,3.612851012112868
12502,31,2022-09-21 21:00:00,3.938346729106248
68213,31,2022-09-12 22:00:00,2.9752250728575134
2581,15,2022-09-20 09:00:00,3.583933573319264
16573,33,2022-09-28 11:00:00,2.6805003714420814
20550,31,2022-09-20 21:00:00,3.6454846088861936
64357,26,2022-10-01 12:00:00,3.531477605641213
44518,3,2022-09-07 13:00:00,2.367613642639306
36468,32,2022-09-20 13:00:00,3.2487482883722087
6575,31,2022-09-22 06:00:00,2.463263333220461
8571,5,2022-09-22 00:00:00,4.835220178186464
36469,8,2022-09-20 10:00:00,3.560405035111134
22557,17,2022-09-25 11:00:00,2.2526553405491017
58432,16,2022-09-28 02:00:00,3.892267745358704
2582,26,2022-09-28 10:00:00,3.619825469257612
14564,19,2022-09-15 08:00:00,2.426278431095522
38511,1,2022-09-28 22:00:00,2.38652550294266
12503,21,2022-09-22 23:00:00,2.6703396141903197
8572,0,2022-09-23 12:00:00,3.090355149061444
64358,17,2022-09-13 02:00:00,4.15140526488331
12504,25,2022-09-06 22:00:00,2.382522306843193
46468,23,2022-09-07 20:00:00,2.653376772113748
568,30,2022-09-19 21:00:00,3.9563658521240384
62359,29,2022-09-09 09:00:00,3.781268941996388
569,18,2022-09-10 17:00:00,4.584166892902744
18561,29,2022-09-18 21:00:00,
68214,32,2022-09-27 10:00:00,4.32686716835125
52487,16,2022-09-08 09:00:00,2.872171737418178
42528,17,2022-09-15 01:00:00,3.0542758925282545
40559,13,2022-09-27 07:00:00,1.9589200903815944
16574,28,2022-08-31 18:00:00,2.638219338955348
2583,6,2022-09-14 15:00:00,4.280160126102256
38512,15,2022-09-22 11:00:00,2.980756119248836
30508,18,2022-09-20 16:00:00,3.658277162056141
36470,5,2022-09-19 08:00:00,4.3296236249937525
52488,18,2022-09-20 03:00:00,3.686658814164753
40560,31,2022-09-11 00:00:00,3.711761517028335
46469,4,2022-09-11 00:00:00,3.3752511603494484
26575,26,2022-09-17 13:00:00,2.769549731589078
34456,4,2022-10-01 05:00:00,3.2528105967695344
28521,11,2022-09-18 16:00:00,2.665494076698081
38513,15,2022-09-09 11:00:00,2.093297675431365
48542,6,2022-09-23 22:00:00,2.4704344649361847
38514,2,2022-09-12 16:00:00,3.6532132555833376
68215,5,2022-09-23 14:00:00,3.432787005190219
28522,12,2022-09-07 06:00:00,3.599933668937481
46470,29,2022-09-15 21:00:00,5.168972041797277
34457,11,2022-09-11 17:00:00,2.173365460730904
60402,21,2022-09-26 09:00:00,3.65983969997389
46471,10,2022-09-12 11:00:00,4.216003412741031
50506,1,2022-09-02 18:00:00,3.3798310812803383
10529,13,2022-09-11 13:00:00,4.378044495708412
40561,31,2022-09-05 19:00:00,4.055163979368387
14565,16,2022-09-28 14:00:00,3.913267076162216
16575,7,2022-09-21 10:00:00,4.125895017061987
68216,11,2022-09-21 18:00:00,2.990588511037337
58433,13,2022-09-13 00:00:00,3.330123635831707
4529,10,2022-09-11 05:00:00,3.47279837068678
4530,29,2022-09-18 11:00:00,2.3968019076390004
8573,22,2022-09-06 10:00:00,2.218183023530292
58434,13,2022-09-08 10:00:00,2.9556616716882376
64359,5,2022-09-06 11:00:00,3.330078431325575
16576,0,2022-09-23 15:00:00,2.3221988291656195
28523,4,2022-09-28 22:00:00,3.02154779987734
44519,23,2022-09-02 06:00:00,4.3310550141586415
2584,4,2022-09-04 04:00:00,2.398247866058264
28524,19,2022-09-03 05:00:00,3.137819780163531
8574,19,2022-09-04 05:00:00,5.045518328147352
4531,21,2022-09-14 13:00:00,3.893000715737008
6576,18,2022-09-29 00:00:00,2.76184803859224
16577,8,2022-09-05 10:00:00,3.6726695574695576
58435,27,2022-09-12 07:00:00,3.136680383899022
18562,19,2022-09-29 08:00:00,4.606624293778273
50507,19,2022-09-21 12:00:00,4.411791458742333
58436,1,2022-09-29 15:00:00,3.927707511371645
52489,23,2022-09-25 18:00:00,3.1170619799660706
60403,0,2022-09-26 12:00:00,4.360373342751295
34458,1,2022-09-30 09:00:00,2.9684346980375915
18563,29,2022-09-23 06:00:00,2.7870571049744552
40562,3,2022-09-23 17:00:00,2.992825282935692
62360,10,2022-09-13 22:00:00,4.708895643024338
32479,24,2022-09-23 11:00:00,3.1951639173049404
28525,12,2022-09-02 06:00:00,4.18319513958475
570,32,2022-09-22 07:00:00,2.828697228524049
48543,20,2022-09-28 00:00:00,3.575022995273242
26576,26,2022-08-31 22:00:00,3.311571605514901
14566,26,2022-10-01 05:00:00,3.5951312863667653
44520,12,2022-09-24 10:00:00,3.297975759363454
42529,29,2022-09-11 07:00:00,3.9567909493687834
62361,24,2022-09-17 16:00:00,4.006222460441966
16578,23,2022-09-28 01:00:00,2.994195307097521
8575,23,2022-09-15 12:00:00,2.510242159241847
4532,3,2022-09-02 07:00:00,3.453526309702684
24526,27,2022-09-13 08:00:00,1.8789168962687528
14567,4,2022-09-15 08:00:00,3.6695240384893366
36471,32,2022-09-07 05:00:00,3.302402507044114
40563,19,2022-09-01 06:00:00,2.9646724889122744
44521,30,2022-09-28 04:00:00,3.5760875897911824
28526,10,2022-09-29 20:00:00,3.882685435253805
38515,29,2022-09-14 14:00:00,2.6253910111823773
46472,26,2022-09-24 22:00:00,3.319209804496305
40564,0,2022-09-29 14:00:00,3.421577290257005
12505,19,2022-09-05 19:00:00,4.109584566328417
62362,2,2022-09-16 16:00:00,3.0619047257659697
36472,5,2022-09-17 06:00:00,3.5258049974026617
24527,30,2022-09-19 22:00:00,3.137590964325889
22558,11,2022-09-24 12:00:00,3.265812572606431
54427,26,2022-09-27 16:00:00,
38516,31,2022-09-04 17:00:00,2.8250801091531628
2585,27,2022-09-02 23:00:00,2.9349784958817464
40565,24,2022-09-25 20:00:00,2.397496985062573
52490,32,2022-09-25 18:00:00,3.5111656780402365
44522,17,2022-09-04 07:00:00,4.026253936633012
68217,15,2022-09-08 04:00:00,4.135215824329542
50508,32,2022-09-09 03:00:00,3.3867284733536183
14568,25,2022-09-12 08:00:00,4.345519078744329
62363,2,2022-09-05 14:00:00,4.187322856356279
66256,25,2022-10-01 04:00:00,3.6997797351790553
10530,4,2022-09-14 09:00:00,3.092042800725288
4533,18,2022-09-29 04:00:00,3.844646635407182
571,21,2022-09-23 08:00:00,3.31536636162882
26577,3,2022-09-10 08:00:00,3.366000317826432
50509,13,2022-09-11 15:00:00,2.5583365974912877
572,30,2022-09-14 07:00:00,5.214796500016588
10531,25,2022-09-05 07:00:00,3.997778078464924
6577,3,2022-09-02 10:00:00,3.4934832018128312
16579,7,2022-09-30 05:00:00,4.055219037798108
14569,2,2022-09-12 00:00:00,3.6921824844841513
54428,26,2022-09-13 07:00:00,3.800127894169954
30509,31,2022-09-25 19:00:00,4.069539707572593
46473,7,2022-09-11 14:00:00,4.274441354990921
58437,17,2022-09-19 16:00:00,3.3522032246918347
54429,29,2022-09-28 05:00:00,4.089865703952134
50510,30,2022-09-08 22:00:00,3.576759651907226
64360,15,2022-09-13 09:00:00,3.9965916750169
40566,19,2022-09-21 00:00:00,
26578,11,2022-09-24 12:00:00,4.633397817203634
24528,14,2022-09-22 11:00:00,2.585681803516901
26579,17,2022-09-12 10:00:00,2.491401374623826
12506,2,2022-09-12 18:00:00,4.755748176520031
32480,15,2022-09-03 21:00:00,2.739378033120814
24529,26,2022-09-22 11:00:00,5.303048364079105
64361,29,2022-09-14 17:00:00,4.729448082453569
48544,2,2022-09-28 00:00:00,4.012928323447924
62364,2,2022-09-28 17:00:00,3.3655705157561258
60404,20,2022-09-03 00:00:00,1.6900823029545462
42530,12,2022-09-16 22:00:00,2.5219652753023123
8576,4,2022-09-04 01:00:00,3.6587924751614302
4534,17,2022-09-26 23:00:00,2.693855966190789
64362,31,2022-09-17 01:00:00,2.908619885590332
34459,15,2022-09-14 15:00:00,3.652060762891254
38517,2,2022-09-22 10:00:00,4.367099098793576
24530,12,2022-09-18 15:00:00,3.59107703537014
32481,22,2022-09-15 00:00:00,3.471044931106314
64363,23,2022-09-02 18:00:00,3.802764131803311
22559,0,2022-09-13 16:00:00,2.957967998143505
30510,13,,3.5265425789109592
4535,9,2022-09-25 19:00:00,4.534171758286446
22560,6,2022-09-24 19:00:00,4.237963175489821
22561,25,2022-09-28 20:00:00,3.452801395720704
58438,17,2022-09-22 06:00:00,3.1836317848382816
2586,21,2022-09-20 16:00:00,2.7213920533106597
56396,5,2022-09-29 06:00:00,5.173000283282593
38518,30,2022-09-17 15:00:00,3.626485915660537
8577,1,2022-09-29 13:00:00,2.5427664074260297
26580,22,2022-09-12 14:00:00,3.786726685421313
24531,15,2022-09-07 21:00:00,2.9284215675131384
36473,13,2022-09-19 01:00:00,3.09307417578218
20551,14,2022-09-05 19:00:00,3.592128538430985
50511,11,2022-09-24 01:00:00,3.5027357922796254
52491,5,2022-09-01 21:00:00,5.078295065218332
56397,16,2022-09-25 23:00:00,3.602432657470451
14570,5,2022-09-16 12:00:00,3.747984790660822
28527,10,2022-09-06 20:00:00,2.423866012786764
22562,29,2022-09-27 15:00:00,3.6606409160633206
34460,31,2022-09-25 04:00:00,3.482130317892456
60405,6,2022-09-15 01:00:00,2.7570060708798563
24532,16,2022-09-23 12:00:00,3.1532326043679624
12507,22,2022-09-19 09:00:00,3.9180222907637576
64364,17,2022-09-29 20:00:00,3.583213159234942
30511,6,2022-09-12 11:00:00,3.809557545538598
6578,27,2022-09-22 16:00:00,3.0413034458168995
6579,6,2022-09-09 05:00:00,3.7542101393873617
48545,1,2022-09-18 11:00:00,4.366941984834337
34461,15,2022-09-18 09:00:00,3.931408491302865
20552,10,2022-09-15 23:00:00,4.0372820027541785
20553,28,2022-09-16 13:00:00,4.221605061269763
34462,25,2022-09-12 14:00:00,2.5617287469472982
573,18,2022-09-11 18:00:00,3.6921200365185145
50512,20,2022-09-11 15:00:00,2.260930651833204
60406,5,2022-09-16 14:00:00,2.8446960431542982
6580,23,2022-09-10 12:00:00,3.2258569443496534
18564,24,2022-10-01 08:00:00,2.8025196710847133
54430,29,2022-09-02 15:00:00,3.3272998609158657
574,12,2022-09-29 01:00:00,3.189680893305969
4536,0,2022-09-07 10:00:00,3.2790604360439053
48546,4,2022-09-22 12:00:00,4.924564855982197
42531,15,2022-09-22 22:00:00,3.3373385666475617
2587,22,2022-09-27 07:00:00,3.219540615343615
46474,13,2022-09-27 09:00:00,2.9509746772346306
2588,21,2022-09-24 01:00:00,3.596181704630124
26581,9,2022-09-04 17:00:00,3.4585275008436804
68218,0,2022-09-05 03:00:00,3.3369650192974576
64365,2,2022-09-01 01:00:00,3.2750504249829264
56398,3,2022-09-12 16:00:00,4.693793614754258
24533,5,2022-09-26 04:00:00,4.910715168439835
16580,9,2022-09-15 23:00:00,3.235900808350042
46475,30,2022-09-29 18:00:00,3.596743371278816
56399,14,2022-09-30 10:00:00,3.612546761553532
64366,17,2022-09-18 13:00:00,3.502070432557772
40567,0,2022-09-03 18:00:00,3.2891088667401305
26582,0,2022-09-09 14:00:00,4.833519449810268
66257,15,2022-09-26 08:00:00,4.466404080782989
38519,21,2022-09-05 19:00:00,4.088999843613581
40568,10,2022-09-21 07:00:00,3.1518530798593933
10532,25,2022-09-09 06:00:00,4.254536570885078
34463,4,2022-09-14 22:00:00,2.8952596435999327
575,19,2022-09-21 19:00:00,3.013028674842063
4537,2,2022-09-03 12:00:00,4.1545562597956
6581,29,2022-09-29 00:00:00,4.74193357348819
66258,23,2022-09-22 16:00:00,4.04737245382003
50513,22,2022-09-12 06:00:00,3.7029543543685377
64367,18,2022-09-21 21:00:00,2.2945885440119183
52492,30,2022-09-27 09:00:00,4.019483922989144
16581,30,2022-09-19 13:00:00,3.0096632359320177
8578,10,2022-09-10 08:00:00,4.482112934399051
56400,30,2022-09-04 11:00:00,2.929937620995843
12508,24,2022-09-29 04:00:00,3.629056566314999
52493,12,2022-09-29 16:00:00,3.0765143086818263
22563,17,2022-09-25 17:00:00,2.7661955771956146
46476,24,2022-09-26 10:00:00,3.273298647923176
14571,3,2022-09-03 11:00:00,4.328451935910911
22564,17,2022-09-02 20:00:00,3.1839394564676224
14572,30,2022-09-11 00:00:00,3.925253322761173
14573,2,2022-09-01 20:00:00,3.0234467103063194
38520,28,2022-09-04 06:00:00,3.4242912432314503
12509,25,2022-09-24 00:00:00,2.806682353194476
52494,21,2022-09-30 01:00:00,2.877171920749276
34464,19,2022-09-18 00:00:00,4.515113666363442
30512,20,2022-09-07 20:00:00,3.344847760471997
50514,14,2022-09-29 01:00:00,3.767567312124488
12510,10,2022-09-30 07:00:00,3.635384385833029
52495,33,2022-09-29 01:00:00,2.6993412352973194
10533,8,2022-09-15 13:00:00,2.902761205365302
36474,10,2022-09-13 08:00:00,2.9447135266031186
62365,0,2022-09-10 05:00:00,2.722756287230222
38521,20,2022-09-05 00:00:00,4.116285457150909
64368,24,2022-09-15 19:00:00,3.2488506800961634
48547,8,2022-09-11 09:00:00,3.940937717767458
8579,3,2022-09-26 17:00:00,3.450690842578973
60407,28,2022-09-17 09:00:00,4.680733417542164
66259,25,2022-09-12 09:00:00,4.341231626789395
30513,12,2022-09-23 23:00:00,2.8162399788774803
62366,8,2022-09-15 22:00:00,3.130874923289673
46477,15,2022-09-22 17:00:00,3.721172373642864
12511,16,2022-09-24 02:00:00,4.069163813059323
64369,3,2022-09-19 22:00:00,2.042686410085958
68219,15,2022-09-13 19:00:00,3.2927269674601893
58439,4,2022-09-04 13:00:00,3.7029216160250376
64370,31,2022-09-14 02:00:00,4.364574993847196
12512,22,2022-09-04 22:00:00,3.301213624904026
54431,0,2022-09-19 20:00:00,3.1378590794042887
68220,15,2022-09-08 04:00:00,2.208323907730269
48548,33,2022-09-28 18:00:00,4.3322434587902645
24534,31,2022-09-08 20:00:00,4.162854398233303
28528,16,2022-09-06 03:00:00,2.942464916483085
16582,10,2022-09-19 10:00:00,4.0636904005245285
62367,2,2022-09-06 19:00:00,2.517335329810147
12513,23,2022-09-12 11:00:00,4.198055020171944
64371,31,2022-10-01 01:00:00,3.3031903862461567
44523,5,2022-09-22 14:00:00,4.580507948249247
52496,0,2022-09-11 19:00:00,2.33469022745532
38522,22,2022-09-16 06:00:00,4.49733550767
576,5,2022-09-12 16:00:00,3.9217212570063857
2589,3,2022-09-04 02:00:00,3.8315658673330346
30514,4,2022-09-10 12:00:00,3.293491065292165
56401,16,2022-09-02 13:00:00,4.277066497630238
68221,0,2022-09-08 19:00:00,4.041947935489888
32482,3,2022-09-30 12:00:00,4.438553142047061
12514,7,2022-09-13 18:00:00,3.747015933661808
2590,3,2022-09-17 02:00:00,3.1127504653151976
62368,1,2022-09-16 07:00:00,3.405771847860244
36475,33,2022-09-11 07:00:00,3.0476728465755416
36476,25,2022-09-27 22:00:00,2.4993235260636912
